Date,OpenPrice,HighPrice,LowPrice,ClosePrice,WAP,Num_Shares,Num_Trades,Total_Turnover,Deliverable_Quantity,DQ_TQ,Spread_HighLow,Spread_CloseOpen
23-Jul-19,157.05,159,154.8,156.2,156.7337555,730430,4503,114483037,108115,14.8,4.2,-0.85
22-Jul-19,155.05,159.25,155.05,156.7,156.8615536,1221780,6425,191650309,334393,27.37,4.2,1.65
19-Jul-19,162,162.5,153.9,154.8,156.6349857,1378105,8832,215859457,339177,24.61,8.6,-7.2
18-Jul-19,167.7,167.7,160.1,160.8,162.8568608,1133938,6529,184669583,187914,16.57,7.6,-6.9
17-Jul-19,170,172.4,166.3,167.85,168.9821367,1413456,7396,238848815,223788,15.83,6.1,-2.15
16-Jul-19,160.2,170.9,159.35,169.85,167.2647768,2071726,13395,346526787,349828,16.89,11.55,9.65
15-Jul-19,159.5,162.6,157.8,160.95,160.4903497,1010589,5584,162189782,107781,10.67,4.8,1.45
12-Jul-19,156.4,162.7,153.95,159.3,159.0610353,1654697,8407,263197818,208741,12.62,8.75,2.9
11-Jul-19,153.35,157.65,150.4,156.9,154.7715828,1818655,8137,281476113,316801,17.42,7.25,3.55
10-Jul-19,156.05,156.3,149.15,151.4,151.3543282,2137778,14359,323561953,494270,23.12,7.15,-4.65
09-Jul-19,154,157.15,152.65,155.75,155.115669,1212001,6203,188000346,203716,16.81,4.5,1.75
08-Jul-19,159.6,159.6,153.5,154.65,155.287808,1027817,6208,159607449,257705,25.07,6.1,-4.95
05-Jul-19,165.85,166.9,159.6,160.15,163.9044433,1081086,5579,177194799,195944,18.12,7.3,-5.7
04-Jul-19,162.7,167.8,162.1,165.2,165.6120253,1482509,7852,245521318,248547,16.77,5.7,2.5
03-Jul-19,163.7,165,161.75,162.35,163.1328833,941947,5683,153662530,235829,25.04,3.25,-1.35
02-Jul-19,167,167.25,161.35,163.7,164.0051081,950852,6380,155944585,235787,24.8,5.9,-3.3
01-Jul-19,163.75,169.35,163.25,167.85,167.2625899,1376245,7960,230194303,308643,22.43,6.1,4.1
28-Jun-19,165.65,166.8,161.4,162.6,164.0211524,1067539,5489,175098977,210927,19.76,5.4,-3.05
27-Jun-19,162,167.9,161.1,165.85,165.045815,1512713,9350,249666950,251277,16.61,6.8,3.85
26-Jun-19,160.4,162.2,158.8,161.1,160.6853772,1060473,6655,170402504,241075,22.73,3.4,0.7
25-Jun-19,158.4,160.9,156.8,160.5,159.1514668,1126088,7231,179218557,177218,15.74,4.1,2.1
24-Jun-19,159.3,160.15,156.3,159.25,158.4853747,1048423,5806,166159712,203110,19.37,3.85,-0.05
21-Jun-19,154.9,160.75,154.55,159,157.9224131,1313159,10067,207377238,222793,16.97,6.2,4.1
20-Jun-19,153,159.9,152.1,159.15,155.8619882,1359471,7693,211889853,413690,30.43,7.8,6.15
19-Jun-19,159.6,163.7,152.5,154.65,156.4574837,1719082,12971,268963244,606669,35.29,11.2,-4.95
18-Jun-19,159,160.95,156.8,158.3,158.9508322,1082680,7123,172092887,277032,25.59,4.15,-0.7
17-Jun-19,164.05,164.1,158,158.85,160.6888359,996593,5964,160141369,270998,27.19,6.1,-5.2
14-Jun-19,167.4,167.65,163.25,164.1,165.4434057,905868,4584,149869887,265880,29.35,4.4,-3.3
13-Jun-19,166,168.8,164.5,167.4,166.5435803,955719,5860,159168864,140956,14.75,4.3,1.4
12-Jun-19,171,172,168.15,169,169.9635109,796511,4308,135377806,157701,19.8,3.85,-2
11-Jun-19,167.9,171.85,165.8,170.65,169.4006358,1180007,7326,199893936,192068,16.28,6.05,2.75
10-Jun-19,170.5,172,163.55,166.15,167.0002214,1539964,9578,257174329,382597,24.84,8.45,-4.35
07-Jun-19,170.5,171.7,167.25,169.4,169.7235626,1083012,7498,183812655,169535,15.65,4.45,-1.1
06-Jun-19,174.1,175.7,169,169.8,171.8316755,1274390,7217,218980569,284493,22.32,6.7,-4.3
04-Jun-19,174,177,172.55,173.4,174.0460085,962279,5520,167480819,137077,14.24,4.45,-0.6
03-Jun-19,170,175.1,168.6,174.55,172.7928201,1562623,7514,270010035,169319,10.84,6.5,4.55
31-May-19,176.5,177.6,170.1,172.5,173.2166441,1392833,7463,241261858,306770,22.02,7.5,-4
30-May-19,176.65,178.6,173.3,175.05,175.4514243,1247352,7485,218849685,267909,21.48,5.3,-1.6
29-May-19,180.4,180.4,175.45,176.3,176.9053633,1136419,6722,201038616,232244,20.44,4.95,-4.1
28-May-19,181.7,185.4,180,180.75,182.5904339,1372157,7971,250542742,260748,19,5.4,-0.95
27-May-19,182.05,183.55,179.3,181.35,181.4914251,1116689,6153,202669478,176896,15.84,4.25,-0.7
24-May-19,178,183.4,175.5,182.15,179.9135165,1780051,10074,320255235,329955,18.54,7.9,4.15
23-May-19,183.75,183.75,173.3,175,178.8792959,2016592,11579,360726557,419245,20.79,10.45,-8.75
22-May-19,177.3,180.4,174.9,179.45,178.0335676,1627939,11242,289827788,254731,15.65,5.5,2.15
21-May-19,186.6,186.9,174.1,176.6,179.3694259,4238136,36958,760192021,783796,18.49,12.8,-10
20-May-19,182,191.95,179.35,190,185.8943198,2433787,14491,452427179,305984,12.57,12.6,8
17-May-19,175.25,177.65,170.2,176.7,174.2251562,1197191,7741,208580789,139831,11.68,7.45,1.45
16-May-19,175.05,177.4,172.8,175.5,174.9182696,1540688,10237,269494479,168963,10.97,4.6,0.45
15-May-19,185.95,186,167.5,169.6,175.7077167,2235133,18940,392730116,476548,21.32,18.5,-16.35
14-May-19,178.5,185.8,177.9,184.35,182.3857026,1487628,7624,271322078,184053,12.37,7.9,5.85
13-May-19,186.4,186.9,179.3,180.25,182.7356088,1239156,6035,226437926,311817,25.16,7.6,-6.15
10-May-19,188,190.45,184.4,186,187.531478,1990534,11455,373287783,242354,12.18,6.05,-2
09-May-19,183.6,189.9,182.5,185.8,185.8471166,1884560,11102,350240042,321181,17.04,7.4,2.2
08-May-19,190.5,190.9,184.25,185.55,187.2039833,1431240,9663,267933829,246040,17.19,6.65,-4.95
07-May-19,201.7,202.8,189.35,190.9,196.7612065,1661163,11205,326852436,287340,17.3,13.45,-10.8
06-May-19,205,205,198.25,200.1,200.3910191,1876338,11497,376001284,244173,13.01,6.75,-4.9
03-May-19,204.9,213.7,203.2,209.5,210.5936038,2125057,13912,447523412,312050,14.68,10.5,4.6
02-May-19,212.9,212.9,205.95,207.15,209.3181385,1508324,8444,315719572,317360,21.04,6.95,-5.75
30-Apr-19,215.55,218.6,210.35,214.2,213.1809282,1304285,7757,278048687,200557,15.38,8.25,-1.35
26-Apr-19,222,222.1,214.05,215.4,216.7959969,1818247,11636,394188671,209551,11.52,8.05,-6.6
25-Apr-19,224.25,225.85,220.25,221.7,222.6529338,1626877,9669,362228937,286727,17.62,5.6,-2.55
24-Apr-19,233,233.05,217.95,223.7,222.4059551,3204172,19724,712626934,228519,7.13,15.1,-9.3
23-Apr-19,235.2,235.75,230.35,231.4,233.3381947,1214691,6659,283433805,148666,12.24,5.4,-3.8
22-Apr-19,235.9,239.1,231.75,234.65,235.6699917,1869644,11289,440618986,213064,11.4,7.35,-1.25
18-Apr-19,232,239.3,230.45,235.9,236.2607714,2879775,16563,680377863,397761,13.81,8.85,3.9
16-Apr-19,234.55,234.55,225.7,230.55,229.6953606,2618949,19734,601560435,474358,18.11,8.85,-4
15-Apr-19,216,232.5,216,231.05,227.6815926,3973896,25580,904782970,486255,12.24,16.5,15.05
12-Apr-19,219,219.25,215.05,215.85,216.3183845,1246873,8621,269721553,253341,20.32,4.2,-3.15
11-Apr-19,216.6,219.25,213.3,218.2,216.7238259,2539043,14509,550271113,445835,17.56,5.95,1.6
10-Apr-19,206.4,216.85,205.75,215.65,213.2996427,4318623,25408,921160743,637510,14.76,11.1,9.25
09-Apr-19,200.4,207.55,198.05,206,203.8413304,1955605,12735,398633125,470595,24.06,9.5,5.6
08-Apr-19,206.5,207.1,198.5,200.65,202.5491093,1540837,7789,312095162,320276,20.79,8.6,-5.85
05-Apr-19,208,209.5,202.45,205.75,205.2779227,2604595,12383,534665851,236981,9.1,7.05,-2.25
04-Apr-19,202.35,206.7,201.3,206.1,204.5722556,2517557,21276,515022314,452562,17.98,5.4,3.75
03-Apr-19,205.3,208.8,199,201.1,204.4433786,5047368,30720,1031900967,691782,13.71,9.8,-4.2
02-Apr-19,188.75,204,185.25,202.8,197.7171734,6793194,39281,1343131116,1507428,22.19,18.75,14.05
01-Apr-19,176,189.65,176,187.15,185.0093987,2926691,15984,541465342,564748,19.3,13.65,11.15
29-Mar-19,171,177.1,171,174.3,174.8017022,1293953,7866,226185187,286431,22.14,6.1,3.3
28-Mar-19,169.7,171.45,167.5,170.6,169.9877813,952719,5957,161950589,204333,21.45,3.95,0.9
27-Mar-19,174,175,169,169.9,171.9378063,911314,5707,156689330,304397,33.4,6,-4.1
26-Mar-19,171.7,173.6,171.7,173.1,172.5162169,744501,4063,128438496,257380,34.57,1.9,1.4
25-Mar-19,174.4,174.4,171,171.35,172.4153233,1416422,5605,244212857,822188,58.05,3.4,-3.05
22-Mar-19,180.25,182,174.9,175.4,177.5917226,972209,6033,172656271,301544,31.02,7.1,-4.85
20-Mar-19,183.4,183.55,179.3,179.85,180.996818,661218,3482,119678354,162349,24.55,4.25,-3.55
19-Mar-19,182,184.5,180.9,182.8,182.6330337,883855,5748,161421120,221450,25.06,3.6,0.8
18-Mar-19,180.55,184.65,179.65,182.3,182.7651622,875468,5384,160005051,168120,19.2,5,1.75
15-Mar-19,180,181.8,177.55,180.2,179.3875089,865686,5533,155293255,212333,24.53,4.25,0.2
14-Mar-19,181,182.3,177.65,179.7,180.0450412,1026593,6483,184832979,178139,17.35,4.65,-1.3
13-Mar-19,184.75,184.75,180.45,181.6,182.0848474,854216,4590,155539790,200932,23.52,4.3,-3.15
12-Mar-19,184,186,183.8,184.75,184.931979,1099984,6388,203422218,228272,20.75,2.2,0.75
11-Mar-19,181.65,184.45,180.95,182.15,182.6462867,1067848,6467,195038472,182157,17.06,3.5,0.5
08-Mar-19,188.3,188.3,180.5,181.65,183.4812665,1771451,10455,325028073,406914,22.97,7.8,-6.65
07-Mar-19,191.9,193.4,187.9,189.2,190.297318,1599345,9875,304351064,239730,14.99,5.5,-2.7
06-Mar-19,195.25,198.3,184.75,188.55,190.8674358,1918813,11144,366238917,262209,13.67,13.55,-6.7
05-Mar-19,183.95,198,181.5,194,192.2230599,4662031,25787,896149864,815089,17.48,16.5,10.05
01-Mar-19,179.2,184,177.35,180.1,180.6033257,2069035,10087,373674602,314573,15.2,6.65,0.9
28-Feb-19,179.15,181.5,176.55,177.85,178.9782611,1093755,7203,195758368,271637,24.84,4.95,-1.3
27-Feb-19,183.35,186.05,176.2,177.2,180.0739147,1506034,10299,271197438,339696,22.56,9.85,-6.15
26-Feb-19,173.55,183.35,172.65,182.7,180.2653081,1906259,11664,343632366,517654,27.16,10.7,9.15
25-Feb-19,175.45,177.55,173.75,175.55,175.2832108,1240408,7711,217422697,427857,34.49,3.8,0.1
22-Feb-19,170,175.25,168,174.55,172.4798878,1467268,7014,253074220,672983,45.87,7.25,4.55
21-Feb-19,166,170.6,165.2,169.7,168.2981996,1026534,7059,172763824,250081,24.36,5.4,3.7
20-Feb-19,165,166.5,163.85,164.85,164.8280343,970839,5142,160021484,340548,35.08,2.65,-0.15
19-Feb-19,164.8,165.8,161.1,163.5,164.1144338,1129885,6844,185430437,254710,22.54,4.7,-1.3
18-Feb-19,162.3,163.45,159.2,163,161.3388635,1406407,7397,226908107,384908,27.37,4.25,0.7
15-Feb-19,160,161.65,153.35,161.1,158.3401974,1704337,11922,269865057,303335,17.8,8.3,1.1
14-Feb-19,155.8,160.95,153.6,159.65,157.0279902,1945041,8871,305425879,454163,23.35,7.35,3.85
13-Feb-19,152.05,156.25,151.6,154.75,154.5374219,1643731,8776,254017951,573246,34.87,4.65,2.7
12-Feb-19,153.6,154.2,150.75,151.45,152.7300001,1557397,7513,237861244,297195,19.08,3.45,-2.15
11-Feb-19,150.5,153.1,145.8,152.45,150.1339235,2158217,14501,324021586,258185,11.96,7.3,1.95
08-Feb-19,164.65,164.65,141.9,151.3,151.6578487,8155068,70352,1236780069,1679181,20.59,22.75,-13.35
07-Feb-19,179.45,184.95,179,182.9,182.7778833,1391764,7382,254383678,334784,24.05,5.95,3.45
06-Feb-19,177,179.3,171.9,178.2,176.3948148,991057,4492,174817316,358712,36.19,7.4,1.2
05-Feb-19,180,181,174.4,175.55,176.1898591,1183820,5987,208577079,318213,26.88,6.6,-4.45
04-Feb-19,181,183.6,178.2,180.3,180.4669133,956049,5340,172535212,219701,22.98,5.4,-0.7
01-Feb-19,182,185.9,179.6,181.75,182.9951827,1322530,7017,242016619,321546,24.31,6.3,-0.25
31-Jan-19,175.3,183.5,175.3,181.25,179.1584247,952156,6645,170586769,377611,39.66,8.2,5.95
30-Jan-19,174.5,176.7,173.15,174.3,174.5541108,789934,3432,137886227,317340,40.17,3.55,-0.2
29-Jan-19,171.6,174.8,170.95,173.45,173.0427606,727422,3138,125875111,296842,40.81,3.85,1.85
28-Jan-19,174.3,175.25,169.55,171.95,171.9577524,840853,4106,144591192,275194,32.73,5.7,-2.35
25-Jan-19,176.3,178.85,172,173.2,175.7153857,1099193,7386,193145122,366754,33.37,6.85,-3.1
24-Jan-19,179.7,180.25,173.75,175.35,175.4245441,1713994,7917,300676616,424104,24.74,6.5,-4.35
23-Jan-19,182,182.7,178.6,180.25,180.4355676,802066,4733,144721234,191077,23.82,4.1,-1.75
22-Jan-19,181.4,182.65,176.05,180.45,179.0054063,1382085,5199,247400687,275710,19.95,6.6,-0.95
21-Jan-19,183.3,184.85,180.4,181.4,181.7721668,976947,4069,177581773,269748,27.61,4.45,-1.9
18-Jan-19,185.5,185.6,181.4,183.1,183.2276195,678382,3139,124298319,141213,20.82,4.2,-2.4
17-Jan-19,186.3,187.35,183.4,184.8,185.1279594,923301,4969,170928830,217579,23.57,3.95,-1.5
16-Jan-19,185.5,187.3,184.1,185.3,185.6008627,1125134,5678,208825841,144758,12.87,3.2,-0.2
15-Jan-19,183.2,185.8,181.45,185.4,183.6020457,987729,5540,181349065,227702,23.05,4.35,2.2
14-Jan-19,180.55,187.4,177.55,182.3,180.9847276,1394079,7819,252307008,156901,11.25,9.85,1.75
11-Jan-19,186.3,187.55,179.45,180.3,182.6490929,1675130,9570,305960975,293453,17.52,8.1,-6
10-Jan-19,183.65,186.8,183.4,185.55,185.6800925,1395744,7747,259161875,412614,29.56,3.4,1.9
09-Jan-19,181.9,183.9,180.3,183.1,182.1250359,1704199,8755,310377304,520382,30.54,3.6,1.2
08-Jan-19,176.3,180.5,176.1,179.35,179.130449,2812302,8457,503768920,533765,18.98,4.4,3.05
07-Jan-19,173,178.3,173,175.25,176.0889804,1718423,9266,302595354,435034,25.32,5.3,2.25
04-Jan-19,168.1,171.9,168.1,170.75,170.4090435,1587545,8288,270532025,428620,27,3.8,2.65
03-Jan-19,169.3,170.1,165.4,166.2,167.5683818,737133,4484,123520184,230660,31.29,4.7,-3.1
02-Jan-19,171,171.7,168,168.55,169.7971168,966921,5689,164180398,256177,26.49,3.7,-2.45
01-Jan-19,173.7,174.3,171.35,173.6,172.7442489,508944,3321,87917149,113651,22.33,2.95,-0.1
31-Dec-18,172.6,173.9,171.9,172.6,172.8450864,536131,3719,92667609,120746,22.52,2,0
28-Dec-18,169.9,172.15,169.2,170.8,171.0281652,984514,4837,168379623,306779,31.16,2.95,0.9
27-Dec-18,173,173.3,168.05,168.8,170.0801222,1137412,5665,193451172,420390,36.96,5.25,-4.2
26-Dec-18,172,172.15,167.7,170.9,170.1941351,1321451,6363,224903210,325183,24.61,4.45,-1.1
24-Dec-18,176.5,178,171.45,172.3,174.4745407,1471189,6777,256685025,415800,28.26,6.55,-4.2
21-Dec-18,177.3,180.45,175.1,175.9,178.040221,2535465,13292,451414749,773346,30.5,5.35,-1.4
20-Dec-18,173.6,177.3,171.9,175.95,175.2476838,1802609,8469,315903052,500702,27.78,5.4,2.35
19-Dec-18,176,176.4,172.5,173.65,174.2068459,1074104,5711,187116270,262996,24.49,3.9,-2.35
18-Dec-18,174,177.6,173.2,174.4,174.7004119,1719778,9016,300445925,463960,26.98,4.4,0.4
17-Dec-18,167.4,175.9,167.3,173.75,173.5481101,2385851,13208,414059932,316095,13.25,8.6,6.35
14-Dec-18,166.8,168.35,164.8,166.9,166.9114747,1259628,6423,210246367,303323,24.08,3.55,0.1
13-Dec-18,166.7,167.95,165.65,166.45,166.7690282,1422425,8203,237216435,416809,29.3,2.3,-0.25
12-Dec-18,159.9,167,158,163.9,163.3250866,2100354,10638,343040499,360470,17.16,9,4
11-Dec-18,155.2,159.6,154.7,158.2,157.3002368,1253737,7333,197213127,271033,21.62,4.9,3
10-Dec-18,160.55,160.55,156.1,156.85,158.1613453,1341719,8514,212208082,379568,28.29,4.45,-3.7
07-Dec-18,162.6,164.2,160.75,162.45,162.5230768,1796914,8056,292039992,430026,23.93,3.45,-0.15
06-Dec-18,168.95,168.95,161.4,162.4,164.3860954,2258828,13511,371319915,822622,36.42,7.55,-6.55
05-Dec-18,173.75,173.75,168.7,169.2,170.6296626,1552579,8752,264916031,347189,22.36,5.05,-4.55
04-Dec-18,177.8,178.8,175.15,175.7,176.9543662,1126357,6511,199313789,238555,21.18,3.65,-2.1
03-Dec-18,173.7,176.45,170.2,175.4,174.1755771,1611389,9286,280664609,219723,13.64,6.25,1.7
30-Nov-18,173.5,175,170.5,171.95,172.7006463,1337665,9001,231015610,347523,25.98,4.5,-1.55
29-Nov-18,177,179.25,173.65,177.3,177.0521916,1002480,5666,177491281,278152,27.75,5.6,0.3
28-Nov-18,181.3,181.3,173.85,174.35,176.3306305,1014498,6719,178887072,358527,35.34,7.45,-6.95
27-Nov-18,182.3,184.4,178.9,180,181.1433118,1052579,4933,190667646,317140,30.13,5.5,-2.3
26-Nov-18,184.45,184.55,177.1,181.7,180.0803888,936014,6449,168557765,245882,26.27,7.45,-2.75
22-Nov-18,185,186,181.6,182.25,183.3732854,626743,4507,114927923,124518,19.87,4.4,-2.75
21-Nov-18,184.85,186.75,183.7,184.15,184.8236362,646958,4435,119573130,130027,20.1,3.05,-0.7
20-Nov-18,184.3,188.4,182.9,183.3,185.0228878,1444305,8525,267229482,325780,22.56,5.5,-1
19-Nov-18,180.65,184.95,179.1,184.3,183.1973006,1118238,7245,204858183,251858,22.52,5.85,3.65
16-Nov-18,180.8,181.9,178.15,179.4,179.5810991,1319503,6511,236957799,366677,27.79,3.75,-1.4
15-Nov-18,178,182.8,177.1,179.95,180.5664583,1540327,9401,278131391,441506,28.66,5.7,1.95
14-Nov-18,180.1,183.15,176.2,176.8,179.3558534,1547882,10259,277621697,349264,22.56,6.95,-3.3
13-Nov-18,181,182.95,178.45,179.8,180.5635559,1749642,12364,315921581,353028,20.18,4.5,-1.2
12-Nov-18,194.4,194.85,185.25,185.95,188.7542048,1911213,11320,360749490,587794,30.76,9.6,-8.45
09-Nov-18,192.9,200.75,192,195.4,197.1258509,1528586,9644,301323816,364091,23.82,8.75,2.5
07-Nov-18,196.5,196.5,193.6,195.1,194.8599387,509220,4885,99226578,244488,48.01,2.9,-1.4
06-Nov-18,192,199.3,191.3,192.85,195.9292012,2610427,16871,511458877,392085,15.02,8,0.85
05-Nov-18,191.4,191.75,186.7,189.65,188.9110185,1542612,9177,291416404,349667,22.67,5.05,-1.75
02-Nov-18,181.5,191.4,181,190,187.6681327,5190143,19464,974024445,2156118,41.54,10.4,8.5
01-Nov-18,179.2,186.05,177.4,178.75,181.49262,3369177,21329,611480761,540628,16.05,8.65,-0.45
31-Oct-18,178.4,179.7,173.5,178.65,175.9748937,1554149,9577,273491205,252235,16.23,6.2,0.25
30-Oct-18,177.7,181.45,176,177.3,178.5112637,1554415,11433,277480586,310936,20,5.45,-0.4
29-Oct-18,169.1,176.45,167.95,175.35,173.2811868,1362233,8637,236049351,249986,18.35,8.5,6.25
26-Oct-18,166.1,172.8,165.8,168.85,169.6367,2124217,12249,360345162,426672,20.09,7,2.75
25-Oct-18,168.3,169.5,164.55,165.4,166.9407462,1519716,10994,253702523,357827,23.55,4.95,-2.9
24-Oct-18,172.55,175.1,169.1,170.55,170.9739725,1729054,10089,295623231,550653,31.85,6,-2
23-Oct-18,170,175.7,169.8,170.65,172.2468328,1582606,9711,272598871,382539,24.17,5.9,0.65
22-Oct-18,176.8,176.95,170,170.55,171.7929924,1638539,11094,281489518,542622,33.12,6.95,-6.25
19-Oct-18,179.25,180,174.25,174.8,176.3603868,1322998,9971,233324439,311114,23.52,5.75,-4.45
17-Oct-18,188.4,188.8,177.95,179.2,181.5527324,1972906,12236,358186475,699697,35.47,10.85,-9.2
16-Oct-18,184.6,187.2,184.6,185.5,185.8940716,1269499,8334,235992338,456706,35.98,2.6,0.9
15-Oct-18,185.7,186.35,182.8,184.3,184.3143612,1182544,7587,217959842,281901,23.84,3.55,-1.4
12-Oct-18,186,188.2,182.75,183.4,184.8856528,1773056,13799,327812616,467199,26.35,5.45,-2.6
11-Oct-18,184.75,187.75,178.1,182.75,184.084244,2259913,15715,416014376,536041,23.72,9.65,-2
10-Oct-18,186,190.8,185,188.75,187.8937152,5564134,26657,1045465809,2300610,41.35,5.8,2.75
09-Oct-18,205.8,206,170.65,184.25,186.273641,13254155,89561,2468899710,4222465,31.86,35.35,-21.55
08-Oct-18,216.55,218.95,208.15,212.75,214.1585283,1342852,11702,287583208,338184,25.18,10.8,-3.8
05-Oct-18,223.25,226.45,215,216.55,221.3768649,1078206,9060,238689864,382049,35.43,11.45,-6.7
04-Oct-18,225,230.65,221.6,223.25,225.576795,1034983,8517,233468148,272154,26.3,9.05,-1.75
03-Oct-18,230,232.75,226,227.55,229.3919067,732631,8110,168059622,145016,19.79,6.75,-2.45
01-Oct-18,224.3,230.5,220.05,229.25,225.2639014,818192,7290,184309122,150498,18.39,10.45,4.95
28-Sep-18,228,230.6,219.65,223.45,225.471923,987322,11148,222613390,205198,20.78,10.95,-4.55
27-Sep-18,235.1,236.8,223.5,225.55,228.7748342,1699432,13014,388787274,869061,51.14,13.3,-9.55
26-Sep-18,242,244,229.8,233.3,236.0295612,3202783,14587,755951466,1979912,61.82,14.2,-8.7
25-Sep-18,240,243.4,235.4,240.9,239.6853297,1033377,10521,247685307,153300,14.83,8,0.9
24-Sep-18,251.8,251.8,239.35,240.25,244.7409243,897977,9341,219771721,207516,23.11,12.45,-11.55
21-Sep-18,254.75,257.7,229.05,250.2,247.880142,1552086,13144,384731298,299238,19.28,28.65,-4.55
19-Sep-18,252.4,255.15,251.15,252.7,253.1493908,631766,6981,159931178,178967,28.33,4,0.3
18-Sep-18,258.2,259.65,250.7,251.45,255.3121245,1038105,9168,265040793,415562,40.03,8.95,-6.75
17-Sep-18,264.7,264.7,259.5,260.2,262.1099111,684453,6583,179401915,244484,35.72,5.2,-4.5
14-Sep-18,265.15,269.3,263.35,266.45,266.5113282,707305,5298,188504795,145450,20.56,5.95,1.3
12-Sep-18,269.8,269.8,259,262.65,262.0097853,1366439,9666,358020389,330487,24.19,10.8,-7.15
11-Sep-18,277.4,278.85,266,267.2,273.1333224,726352,6076,198390935,163669,22.53,12.85,-10.2
10-Sep-18,276.3,282,272,275.55,277.1785152,2087453,15295,578597123,617059,29.56,10,-0.75
07-Sep-18,270.8,279.95,269.2,277.5,276.4234525,2165591,16437,598620141,476512,22,10.75,6.7
06-Sep-18,271,272,264.05,269.95,268.5078363,1168857,9239,313847264,204257,17.47,7.95,-1.05
05-Sep-18,260,270.65,255.45,265.55,261.8972779,1120294,8330,293401949,254888,22.75,15.2,5.55
04-Sep-18,270.6,271.05,260.65,262.05,265.7299009,1025120,7728,272405036,396719,38.7,10.4,-8.55
03-Sep-18,271.7,273,265.45,266.7,269.2618307,1083047,9935,291623218,352332,32.53,7.55,-5
31-Aug-18,259,268.2,258.2,267.1,264.4415092,834884,7278,220777985,218199,26.14,10,8.1
30-Aug-18,261.85,263,259.1,259.65,260.8052857,370471,3657,96620795,141257,38.13,3.9,-2.2
29-Aug-18,260.5,263.7,260.5,261.6,262.3435522,407775,3955,106977142,133434,32.72,3.2,1.1
28-Aug-18,261,263.2,259.3,260.3,260.9158221,699602,6903,182537231,144384,20.64,3.9,-0.7
27-Aug-18,257.9,259.5,256.65,258.9,258.2595918,630305,5101,162782312,159205,25.26,2.85,1
24-Aug-18,256.35,258.6,255.05,255.6,256.9037254,713958,5853,183418470,187843,26.31,3.55,-0.75
23-Aug-18,269.7,269.7,256.4,257.4,260.3085887,1408104,14135,366541565,424538,30.15,13.3,-12.3
21-Aug-18,271.05,274.6,266.9,269.05,271.5221011,1457193,11800,395660105,270217,18.54,7.7,-2
20-Aug-18,262,271.9,259.45,269.55,267.5382451,1787015,14182,478094857,500500,28.01,12.45,7.55
17-Aug-18,253.6,258.95,253.4,257.35,255.9653777,706164,6790,180753535,242029,34.27,5.55,3.75
16-Aug-18,247.5,252.75,245,251.15,249.9285721,687994,6316,171949358,173542,25.22,7.75,3.65
14-Aug-18,248.7,249.9,247.5,248.7,248.6354539,477144,5124,118634915,187297,39.25,2.4,0
13-Aug-18,249.55,249.55,243.25,248.55,247.4124444,1566376,7737,387540915,925505,59.09,6.3,-1
10-Aug-18,261.35,261.35,249.9,250.25,252.6500317,953312,9775,240854307,405319,42.52,11.45,-11.1
09-Aug-18,257,260.5,255,257.5,258.3304456,586850,5472,151601222,147087,25.06,5.5,0.5
08-Aug-18,253.05,258.4,252.1,255,255.409881,879631,8016,224666449,207237,23.56,6.3,1.95
07-Aug-18,255,255.95,251,251.85,253.8115853,1220335,9144,309735161,598108,49.01,4.95,-3.15
06-Aug-18,260.95,261.85,253.15,254.7,258.0601075,842806,7176,217494607,312672,37.1,8.7,-6.25
03-Aug-18,262.6,263.8,257.7,258.75,260.848867,743398,6025,193914526,227471,30.6,6.1,-3.85
02-Aug-18,264.5,266.1,258.9,260.95,262.4710857,1001648,9457,262903638,216434,21.61,7.2,-3.55
01-Aug-18,248,267.3,248,264.95,260.2545343,3249106,26148,845594569,298608,9.19,19.3,16.95
31-Jul-18,268.6,270.5,262.5,264.15,265.1517397,764757,8666,202776649,220958,28.89,8,-4.45
30-Jul-18,269.35,271.7,266.25,267.3,269.2883892,589717,5213,158803941,185132,31.39,5.45,-2.05
27-Jul-18,259.65,269.1,258.65,267.7,265.4070027,1121941,8615,297770998,238150,21.23,10.45,8.05
26-Jul-18,258.15,262.95,257.5,258.5,261.3543261,1161859,6138,303656876,643992,55.43,5.45,0.35
25-Jul-18,259.5,261.75,256.1,257.3,258.1235123,557669,4955,143947481,216394,38.8,5.65,-2.2
24-Jul-18,259.3,263.75,257.7,259.2,260.8078026,688105,6240,179463153,180446,26.22,6.05,-0.1
23-Jul-18,255.3,259.3,251.35,258.25,255.7276162,559578,8254,143099548,126279,22.57,7.95,2.95
20-Jul-18,252.45,254,251.2,253.4,252.8586111,410202,4273,103723108,104874,25.57,2.8,0.95
19-Jul-18,253.8,257.75,251.35,252.45,254.5117899,638977,13421,162627180,170953,26.75,6.4,-1.35
18-Jul-18,259.9,259.9,247.55,251.95,252.7642336,803100,7119,202994956,236505,29.45,12.35,-7.95
17-Jul-18,254.4,259,252.3,257.6,256.410115,1429516,7543,366542362,656117,45.9,6.7,3.2
16-Jul-18,261.15,261.8,250.75,251.55,253.8220532,1599394,9636,405961469,728173,45.53,11.05,-9.6
13-Jul-18,267.8,269.3,263.3,264.15,265.7712019,636806,5390,169244696,156154,24.52,6,-3.65
12-Jul-18,269.95,271.9,265.5,266.5,268.5214764,714458,5956,191847317,182309,25.52,6.4,-3.45
