Date,OpenPrice,HighPrice,LowPrice,ClosePrice,WAP,Num_Shares,Num_Trades,Total_Turnover,Deliverable_Quantity,DQ_TQ,Spread_HighLow,Spread_CloseOpen
17-Feb-22,505.1,511.4,498.3,500,505.3233867,1010796,16732,510778858,272589,26.97,13.1,-5.1
16-Feb-22,504.5,507.95,496.7,498.2,502.2148688,876665,15573,440274198,231697,26.43,11.25,-6.3
15-Feb-22,476.8,505.3,467.2,503.85,486.2860458,2473128,55616,1202647636,825260,33.37,38.1,27.05
14-Feb-22,489.9,489.9,469,471.7,479.464759,1077169,28946,516464575,393534,36.53,20.9,-18.2
11-Feb-22,502.05,506.8,497,498.35,501.2364661,501704,10554,251472340,112238,22.37,9.8,-3.7
10-Feb-22,507,510,504.2,507.3,507.781857,1170471,26904,594343938,639288,54.62,5.8,0.3
09-Feb-22,495.3,503.7,494.75,501.35,500.1212182,549340,9875,274736590,110063,20.04,8.95,6.05
08-Feb-22,498.6,498.6,479.3,492.5,488.4830214,1793813,42056,876247194,547770,30.54,19.3,-6.1
07-Feb-22,502,504.4,492.65,494.8,496.9883946,533630,12102,265207917,126778,23.76,11.75,-7.2
04-Feb-22,504.5,507.85,499,500.55,503.5520993,1251726,23342,630309255,474370,37.9,8.85,-3.95
03-Feb-22,509,514.35,502.9,504.6,509.3901704,1232577,22440,627862608,407842,33.09,11.45,-4.4
02-Feb-22,510,514.4,505.35,506.4,509.3359514,604766,11241,308029066,143143,23.67,9.05,-3.6
01-Feb-22,507,514.65,493.2,504.3,506.1684774,2097367,35011,1061621061,434344,20.71,21.45,-2.7
31-Jan-22,507,519.5,498.15,517.5,509.6347342,2175057,42511,1108484596,933257,42.91,21.35,10.5
28-Jan-22,500.1,509.3,495.5,497.4,503.1505779,888583,14736,447091050,135651,15.27,13.8,-2.7
27-Jan-22,481.9,502.5,477.5,494.25,487.8826003,950616,18406,463789006,157682,16.59,25,12.35
25-Jan-22,473,492.35,467.6,490.4,481.4708396,1523451,46260,733497232,429586,28.2,24.75,17.4
24-Jan-22,500.5,504.25,473.45,478.55,484.9107962,1944951,69372,943127738,696542,35.81,30.8,-21.95
21-Jan-22,510.8,513.9,494.3,502,507.3297714,1325230,32766,672328633,518990,39.16,19.6,-8.8
20-Jan-22,520.75,523.05,512,515.7,518.356429,650960,11887,337429301,167595,25.75,11.05,-5.05
19-Jan-22,510.35,522,504.95,520.75,514.354831,1598778,31497,822339188,466606,29.19,17.05,10.4
18-Jan-22,528.2,528.35,507.1,510.95,520.0499967,1508361,34435,784423133,594091,39.39,21.25,-17.25
17-Jan-22,514.1,526.9,512.2,525,523.0578467,1174570,20987,614368055,331733,28.24,14.7,10.9
14-Jan-22,509.9,515.3,505.65,509.75,510.8001119,938170,20435,479217341,439366,46.83,9.65,-0.15
13-Jan-22,504.5,513.85,495,511.95,504.4524706,1208916,17245,609840663,247532,20.48,18.85,7.45
12-Jan-22,505,511.8,503.4,507.1,507.5872675,680385,10561,345354763,197771,29.07,8.4,2.1
11-Jan-22,503.7,507.95,498.2,501.25,503.9257825,1403186,29165,707101603,627177,44.7,9.75,-2.45
10-Jan-22,492.1,505,491.35,503.7,500.6916352,1080986,16435,541240648,355422,32.88,13.65,11.6
07-Jan-22,490,495.45,483.85,490.45,489.4768583,1107610,22874,542149463,419141,37.84,11.6,0.45
06-Jan-22,482.5,492.8,477.25,488.9,486.0813787,842383,11134,409466690,203932,24.21,15.55,6.4
05-Jan-22,486.95,492.6,483.5,489.55,488.4176127,664939,10576,324767919,130200,19.58,9.1,2.6
04-Jan-22,496.95,497.85,484.05,489.45,489.7065045,1166045,18014,571019821,272224,23.35,13.8,-7.5
03-Jan-22,492.25,500.8,492.25,497.45,496.5650565,1220655,21063,606134619,282386,23.13,8.55,5.2
31-Dec-21,472.25,483.45,472.25,482.35,479.2002607,510974,9207,244858874,134123,26.25,11.2,10.1
30-Dec-21,474.4,476.4,468.75,470.35,471.8144,387791,7877,182965378,93482,24.11,7.65,-4.05
29-Dec-21,479.5,481.5,474.35,475.8,477.9745263,414506,7485,198123309,113456,27.37,7.15,-3.7
28-Dec-21,475,482.7,472.65,480.1,478.2027233,1167241,23417,558177825,515362,44.15,10.05,5.1
27-Dec-21,466,472.3,460.1,471.3,467.7227228,641654,8904,300116156,93170,14.52,12.2,5.3
24-Dec-21,475,475,460,467.55,465.0438328,1537138,24248,714836547,681876,44.36,15,-7.45
23-Dec-21,476.45,478.1,471,472.35,473.5879997,1504426,22516,712478100,825122,54.85,7.1,-4.1
22-Dec-21,458.95,471.9,458.55,470.5,467.5237455,1553516,15622,726305619,779587,50.18,13.35,11.55
21-Dec-21,451.9,460.9,450.05,453.55,455.6070988,1395623,30863,635855746,458806,32.87,10.85,1.65
20-Dec-21,460,460.05,440,447.15,450.0305765,1891091,32096,851048773,628564,33.24,20.05,-12.85
17-Dec-21,488.4,488.7,468.4,470,473.6564687,2420490,57626,1146480746,1334913,55.15,20.3,-18.4
16-Dec-21,495.8,496.05,487.55,491.95,492.1859329,971345,10365,478082345,556475,57.29,8.5,-3.85
15-Dec-21,487.3,497.75,487.3,491.5,491.6055242,1555695,22310,764788256,661966,42.55,10.45,4.2
14-Dec-21,492,492,483.35,489.5,488.1703473,924787,11661,451453591,371381,40.16,8.65,-2.5
13-Dec-21,499.9,506.3,494.25,495.25,501.1674736,800150,12333,401009154,154479,19.31,12.05,-4.65
10-Dec-21,488.9,497.05,486.15,494.35,494.2287166,803654,9184,397188885,310782,38.67,10.9,5.45
09-Dec-21,498,498.9,489.6,493.8,493.3334862,686790,11127,338816505,155362,22.62,9.3,-4.2
08-Dec-21,484.95,495.85,483.6,493.75,489.5982024,1772955,31929,868035581,791960,44.67,12.25,8.8
07-Dec-21,476.4,484.95,471.05,481.9,477.6951307,1706128,30188,815009038,585711,34.33,13.9,5.5
06-Dec-21,482.4,482.4,465.95,467.3,473.7181165,1014419,14785,480548658,288943,28.48,16.45,-15.1
03-Dec-21,479.15,484.9,477.4,480,481.7409441,1120592,14039,539835048,383457,34.22,7.5,0.85
02-Dec-21,479.85,480.2,471.75,479,476.2821043,1538594,29500,732804788,428913,27.88,8.45,-0.85
01-Dec-21,468,478.5,463.7,475.35,469.7839398,2028162,41929,952797935,772775,38.1,14.8,7.35
30-Nov-21,465.55,478,455.8,458.8,469.1254444,1287893,21020,604183376,261403,20.3,22.2,-6.75
29-Nov-21,454.2,470.35,442.9,461.25,459.2406885,4104330,84997,1884875335,1802416,43.91,27.45,7.05
26-Nov-21,485.05,486.95,458,460.25,468.9181057,4111286,134332,1927856443,1714988,41.71,28.95,-24.8
25-Nov-21,491.1,495,486.35,492.75,490.4618988,1112012,27386,545399517,352486,31.7,8.65,1.65
24-Nov-21,499.65,502,485.8,488.7,496.0334016,847176,15664,420227593,215154,25.4,16.2,-10.95
23-Nov-21,485,499.2,476.8,495.4,491.6781451,1911753,42354,939967169,526768,27.55,22.4,10.4
22-Nov-21,511.2,512.15,478.5,486.15,491.1166441,3027500,90270,1486855640,987900,32.63,33.65,-25.05
18-Nov-21,532,534.35,501.35,509.9,512.4787411,3714327,73084,1903513625,950753,25.6,33,-22.1
17-Nov-21,521.7,536.5,520.05,530.3,531.5771273,2141051,30392,1138133740,425535,19.88,16.45,8.6
16-Nov-21,507.2,526.85,506.7,518.8,519.6595765,2415265,31346,1255115587,506682,20.98,20.15,11.6
15-Nov-21,507,514.75,504.3,505.35,509.332604,746386,12783,380158725,211528,28.34,10.45,-1.65
12-Nov-21,507,509.8,497.5,507,503.5990758,816526,14047,411201739,139437,17.08,12.3,0
11-Nov-21,511.3,519,501.05,503.25,509.0979657,1816299,38204,924674126,464159,25.56,17.95,-8.05
10-Nov-21,507.75,515.9,500.05,510.8,510.9945,1864729,41190,952866263,765013,41.03,15.85,3.05
09-Nov-21,503.2,520.5,503.2,509.75,513.466038,3932791,71930,2019354613,1925374,48.96,17.3,6.55
08-Nov-21,493.9,504.9,490.45,501.45,499.1130796,1270353,20782,634049798,374158,29.45,14.45,7.55
04-Nov-21,490.5,493.65,488.35,489.65,490.4512553,527021,23182,258478111,296208,56.2,5.3,-0.85
03-Nov-21,484.9,495.05,482,485.05,488.3147466,1012119,15492,494232633,149620,14.78,13.05,0.15
02-Nov-21,505.15,509.95,486.45,487.8,493.9443467,2144313,29335,1059171284,412895,19.26,23.5,-17.35
01-Nov-21,486.9,489.7,470,485.7,481.8586788,2345670,47295,1130281447,532216,22.69,19.7,-1.2
29-Oct-21,482,491.25,468.05,483.75,483.274846,1305040,24860,630693005,194400,14.9,23.2,1.75
28-Oct-21,495,495,478.6,480.95,487.0487939,1011294,22604,492549523,356519,35.25,16.4,-14.05
27-Oct-21,507.95,507.95,495.9,497.65,501.4132858,1084453,19136,543759142,226433,20.88,12.05,-10.3
26-Oct-21,480.1,510,480.1,508.6,499.9772084,2199229,38749,1099564376,389812,17.72,29.9,28.5
25-Oct-21,494.7,494.9,473.4,479.75,480.7861378,1301053,25350,625528247,241203,18.54,21.5,-14.95
22-Oct-21,510,510.8,487.5,490.9,496.4189171,2078824,33657,1031967559,428562,20.62,23.3,-19.1
21-Oct-21,499,510,485.65,508,496.9874735,4134357,79183,2054723640,1475428,35.69,24.35,9
20-Oct-21,481.15,497,471,487.05,482.9490839,6543389,104230,3160123723,3207942,49.03,26,5.9
19-Oct-21,514.5,517.4,476.05,482.1,498.1915494,2537100,43687,1263961780,649802,25.61,41.35,-32.4
18-Oct-21,507.8,524.9,503.5,509.6,515.6875646,3364254,55292,1734903952,699943,20.81,21.4,1.8
14-Oct-21,532.4,532.4,491.95,497.45,503.0508895,5322376,76050,2677425981,1080519,20.3,40.45,-34.95
13-Oct-21,462.85,519.95,462.85,506.75,497.7809197,8905315,115492,4432895891,2047609,22.99,57.1,43.9
12-Oct-21,424.7,435.65,413.7,420.8,423.976477,4962130,55670,2103826396,827851,16.68,21.95,-3.9
11-Oct-21,390.25,420.75,387.85,415.65,406.8095626,10196646,124342,4148093099,4304135,42.21,32.9,25.4
08-Oct-21,387,398,380,382.95,386.1133822,4488906,45269,1733226678,667192,14.86,18,-4.05
07-Oct-21,341.4,380.55,339.95,376.4,368.1754667,7446833,64302,2741741215,1554936,20.88,40.6,35
06-Oct-21,347.8,348.75,334.9,336,340.4651009,2265775,39029,771417314,897458,39.61,13.85,-11.8
05-Oct-21,342,351.4,339.25,345.05,346.6720112,1664700,18929,577104897,403297,24.23,12.15,3.05
04-Oct-21,337.4,343.25,335.05,341.9,340.7855351,3235536,48421,1102623867,1738556,53.73,8.2,4.5
01-Oct-21,333,337.2,325.8,333.35,331.0872547,1353956,14417,448277575,184052,13.59,11.4,0.35
30-Sep-21,331,337.85,329.15,333.2,333.7495425,2600457,33791,867901334,1065467,40.97,8.7,2.2
29-Sep-21,325.5,332.9,324,330.35,328.9026518,926283,10155,304656935,178626,19.28,8.9,4.85
28-Sep-21,333.75,336,324.7,329.25,331.0314723,1480762,16999,490178825,314239,21.22,11.3,-4.5
27-Sep-21,322.3,333.5,322.3,331.55,329.5653554,5061814,82712,1668198530,2845956,56.22,11.2,9.25
24-Sep-21,324.8,327,316,317.95,321.3121501,2761697,39967,887366801,1286778,46.59,11,-6.85
23-Sep-21,312.5,324,312.5,321.55,316.3639335,4110399,23930,1300381996,2409786,58.63,11.5,9.05
22-Sep-21,303.05,313.7,303.05,310.05,309.7727675,1115096,11555,345426374,269091,24.13,10.65,7
21-Sep-21,297.6,302.6,293.05,301.85,298.0934152,1999867,29915,596147184,1014124,50.71,9.55,4.25
20-Sep-21,305.7,310.15,297.45,299.05,303.9452504,891677,11367,271020989,305852,34.3,12.7,-6.65
17-Sep-21,312,315,306,308.5,311.0786198,2297730,34929,714774677,1262960,54.97,9,-3.5
16-Sep-21,314,314.95,307.8,311.65,312.1263859,2336803,38027,729377875,1274687,54.55,7.15,-2.35
15-Sep-21,306.25,312.95,306.2,311.95,309.1740499,995025,12242,307635909,298462,30,6.75,5.7
14-Sep-21,303,307.15,302.4,306.05,304.9528047,915452,11882,279169655,280236,30.61,4.75,3.05
13-Sep-21,299.6,301.9,295.5,301.1,298.9497408,543880,7838,162592785,165061,30.35,6.4,1.5
09-Sep-21,294,303.5,293.65,298.8,300.4857069,1309761,12667,393564460,261099,19.93,9.85,4.8
08-Sep-21,294.4,298.7,291.65,295.05,295.8450648,1129259,17029,334085702,510806,45.23,7.05,0.65
07-Sep-21,297.95,297.95,291,294.65,294.5110638,478138,6152,140816931,105715,22.11,6.95,-3.3
06-Sep-21,297,299,296,297.4,297.4804512,538781,7994,160276815,177470,32.94,3,0.4
03-Sep-21,292.5,296.45,292.4,295.5,294.8496603,721619,8546,212769117,243226,33.71,4.05,3
02-Sep-21,295.7,296.3,291.8,293.1,293.7532757,584219,8295,171616245,183068,31.34,4.5,-2.6
01-Sep-21,288.5,297.3,287.35,295.2,292.2002624,2855448,40825,834362655,1364047,47.77,9.95,6.7
31-Aug-21,292.25,292.25,286.2,287.35,287.6417295,1023774,13850,294480124,321787,31.43,6.05,-4.9
30-Aug-21,289.3,293.4,289.3,291.9,291.9095161,1460028,24775,426196067,700632,47.99,4.1,2.6
27-Aug-21,282.9,286.55,281.7,285.75,284.8031773,986385,17520,280925582,335529,34.02,4.85,2.85
26-Aug-21,285.4,287.4,281.4,284.4,284.443502,744770,9026,211844987,138237,18.56,6,-1
25-Aug-21,282,289.15,282,284.35,286.4467209,2138539,31459,612577484,533785,24.96,7.15,2.35
24-Aug-21,278.1,281.45,268.5,279.85,275.2462368,2855844,55708,786060314,708876,24.82,12.95,1.75
23-Aug-21,286.55,288.25,275,276.95,282.4676495,9423948,61500,2661960441,7916799,84.01,13.25,-9.6
20-Aug-21,290,290.65,281,283.2,286.1775888,1312346,23409,375564014,581932,44.34,9.65,-6.8
18-Aug-21,297.9,297.9,292.7,293.35,294.928873,679137,10899,200297110,242826,35.76,5.2,-4.55
17-Aug-21,303.3,303.3,292.95,297.65,297.4001668,1725463,36712,513152984,570179,33.04,10.35,-5.65
16-Aug-21,306.5,307.9,303,303.75,305.1925829,522253,7397,159387742,132373,25.35,4.9,-2.75
13-Aug-21,308.95,311.2,303.15,307.1,307.8437781,3090963,43354,951533728,1366002,44.19,8.05,-1.85
12-Aug-21,297.85,307.5,297.15,306.05,302.7981882,3392726,40092,1027311286,1934347,57.01,10.35,8.2
11-Aug-21,294.75,297.8,286.35,295.45,291.9100556,1739475,38019,507770244,478688,27.52,11.45,0.7
10-Aug-21,298.3,300.05,291,294.25,296.1267328,1364777,30712,404146954,445555,32.65,9.05,-4.05
09-Aug-21,301.3,304.3,296.1,298.15,299.9738094,704030,9852,211190561,204877,29.1,8.2,-3.15
06-Aug-21,300,303.35,297.8,300,301.0750216,1325071,21780,398945780,504792,38.1,5.55,0
05-Aug-21,295.95,300.75,292.75,299.7,296.7293499,1859471,30604,551759621,662452,35.63,8,3.75
04-Aug-21,305,306.45,297.1,298.2,301.115259,1908258,37670,574605602,671328,35.18,9.35,-6.8
03-Aug-21,299.3,304.4,297.8,303.75,302.0858665,1444918,17580,436489306,360274,24.93,6.6,4.45
02-Aug-21,300.4,300.4,295.55,296.8,297.3405937,883983,15376,262844030,296228,33.51,4.85,-3.6
30-Jul-21,294.45,299.9,293.3,293.95,297.0341008,2430560,41718,721959204,723781,29.78,6.6,-0.5
29-Jul-21,287.85,295.4,287.65,293,292.174073,4643444,22410,1356693946,3328367,71.68,7.75,5.15
28-Jul-21,290.85,290.85,283.65,284.45,286.358476,1243902,21138,356201881,464291,37.33,7.2,-6.4
27-Jul-21,292.9,297.6,288.7,291.3,290.6980785,14370419,25682,4177453190,12533791,87.22,8.9,-1.6
26-Jul-21,295.15,297,291.05,293.1,293.5848842,2300558,54280,675409054,770653,33.5,5.95,-2.05
23-Jul-21,301.8,301.8,295,295.65,296.6266929,3079947,83256,913594493,1381292,44.85,6.8,-6.15
22-Jul-21,306.15,307,301.1,302.6,303.8717929,811211,13996,246504141,226859,27.97,5.9,-3.55
20-Jul-21,307.45,308.1,301.1,302.05,304.2869344,1300956,22812,395863913,429722,33.03,7,-5.4
19-Jul-21,309.7,310.35,306.25,308.7,309.5396627,1656920,14649,512882458,1010085,60.96,4.1,-1
16-Jul-21,310.5,315.4,310.5,311.25,312.6750164,1138753,14184,356059613,281036,24.68,4.9,0.75
15-Jul-21,310.9,312.85,307.55,310.2,310.0427321,1004468,12484,311428003,239121,23.81,5.3,-0.7
14-Jul-21,310.5,313.3,308.55,309.45,310.785703,1038386,13459,322715523,255670,24.62,4.75,-1.05
13-Jul-21,310.2,312.2,308.2,310.9,310.0211428,1510539,15091,468299027,267105,17.68,4,0.7
12-Jul-21,309.9,311.9,306.25,307.45,308.0447197,3518291,47922,1083790965,1546474,43.96,5.65,-2.45
09-Jul-21,306.8,308.9,302,306.35,306.1030567,2352249,29930,720030609,532621,22.64,6.9,-0.45
08-Jul-21,315.4,315.4,305,306.3,309.6194303,4117874,59271,1274973802,1355052,32.91,10.4,-9.1
07-Jul-21,316,319,306.3,317.05,313.6739149,7977411,123653,2502305739,1731071,21.7,12.7,1.05
06-Jul-21,348.35,358.1,311.45,316.95,330.1946082,7377141,86403,2435892182,1710649,23.19,46.65,-31.4
05-Jul-21,348.8,350,344.05,346.05,347.084872,948393,13092,329172863,170277,17.95,5.95,-2.75
02-Jul-21,345.9,345.9,340.6,344.85,343.4626665,772457,8998,265310141,101610,13.15,5.3,-1.05
01-Jul-21,341.65,347.5,341.3,344.2,344.4722246,1364768,13760,470124669,177383,13,6.2,2.55
30-Jun-21,342,345.2,338.8,339.55,342.5904262,1039566,9919,356145359,156898,15.09,6.4,-2.45
29-Jun-21,344.4,346.5,339.6,341.55,343.4218282,1780699,21863,611530906,406923,22.85,6.9,-2.85
28-Jun-21,340.8,344.9,337.5,342.9,340.5850643,999967,11993,340573825,127959,12.8,7.4,2.1
25-Jun-21,336.5,342.85,336.1,339.55,340.0189606,1175807,10839,399796674,119632,10.17,6.75,3.05
24-Jun-21,335.7,337.4,333.45,334.55,335.6267354,821763,8785,275805633,94933,11.55,3.95,-1.15
23-Jun-21,341.45,343.25,334.4,335.25,339.1383235,1747606,21826,592680169,303478,17.37,8.85,-6.2
22-Jun-21,337,344.2,336.3,337.95,341.091589,1996277,24123,680913294,490256,24.56,7.9,0.95
21-Jun-21,330.2,335.8,326.15,334.35,331.1616991,2295826,34246,760289639,417703,18.19,9.65,4.15
18-Jun-21,346,347.2,329.05,337.55,337.1167236,2257795,23030,761140453,291972,12.93,18.15,-8.45
17-Jun-21,348,352.9,342.4,345.6,347.9471043,1243844,14336,432791918,224182,18.02,10.5,-2.4
16-Jun-21,350.8,355.95,348,349.3,351.596447,1196626,12874,420729450,173105,14.47,7.95,-1.5
15-Jun-21,356,360.65,351.2,352.65,355.9022706,2697386,32593,960005802,710469,26.34,9.45,-3.35
14-Jun-21,350,357.8,341.05,356,350.8047022,3012354,42267,1056747948,1043921,34.65,16.75,6
11-Jun-21,346.45,352.9,344.75,350.75,349.506362,1605772,21014,561227530,336860,20.98,8.15,4.3
10-Jun-21,345.65,347.85,342.5,344.6,345.1744377,1154435,13105,398481452,202476,17.54,5.35,-1.05
09-Jun-21,356.5,358.8,339.6,343.25,350.7372995,4480912,59698,1571622974,1345349,30.02,19.2,-13.25
08-Jun-21,346.75,356.5,337.35,352.85,345.85726,3488224,48363,1206427595,1422250,40.77,19.15,6.1
07-Jun-21,338.55,351,338.55,345.5,346.2701718,5575585,77740,1930658776,2202934,39.51,12.45,6.95
04-Jun-21,325.45,336.9,324.5,334.95,329.7073362,1897098,17556,625487128,552896,29.14,12.4,9.5
03-Jun-21,324.15,327.5,323.65,325.45,325.8679796,2157151,27066,702946438,970169,44.97,3.85,1.3
02-Jun-21,316.2,324.25,315.5,323,321.1319893,2196974,27530,705518631,1043750,47.51,8.75,6.8
01-Jun-21,319.65,325.7,317.4,318.1,320.6528309,1479190,15161,474306461,218106,14.74,8.3,-1.55
31-May-21,319.4,319.5,312.1,318.7,316.4373816,2185714,29241,691641615,586127,26.82,7.4,-0.7
28-May-21,322.85,324.4,316.55,318.95,320.7995872,1491332,13260,478418690,213823,14.34,7.85,-3.9
27-May-21,316.9,323.35,316.9,318.6,320.7760437,2040885,19745,654667016,282322,13.83,6.45,1.7
26-May-21,316.8,319.9,315,315.5,317.8598474,2232152,24855,709511494,696408,31.2,4.9,-1.3
25-May-21,315,318.95,313.85,315.3,316.6803157,1704904,15362,539909537,183122,10.74,5.1,0.3
24-May-21,313.85,315.95,310.15,311.8,313.2123471,1447771,14694,453459753,196729,13.59,5.8,-2.05
21-May-21,312,315.5,309.5,313.1,312.802544,2897263,32279,906271237,890698,30.74,6,1.1
20-May-21,314.9,316.5,306.1,307.75,310.5582157,3943060,51775,1224549678,777871,19.73,10.4,-7.15
19-May-21,315,322.95,312.15,314.5,316.3643765,5237832,54704,1657063455,869920,16.61,10.8,-0.5
18-May-21,326,336.55,324.1,332.35,331.1706319,4587490,37495,1519241962,565033,12.32,12.45,6.35
17-May-21,315.95,323.8,311.5,321.1,318.0533777,3453593,38778,1098426919,800163,23.17,12.3,5.15
14-May-21,331,331,310.2,312.35,318.3251991,3940100,30648,1254233117,509932,12.94,20.8,-18.65
12-May-21,317.1,334.7,316.95,325.85,326.4602652,8847706,94231,2888424447,2977440,33.65,17.75,8.75
11-May-21,309.95,320.7,308.25,315.65,316.3105818,2649170,21723,837960504,297881,11.24,12.45,5.7
10-May-21,304.5,315.5,304,314.8,310.3790789,4830939,55887,1499422397,2289968,47.4,11.5,10.3
07-May-21,303.2,305.85,300.45,302.8,303.3294101,1639643,15543,497351944,228519,13.94,5.4,-0.4
06-May-21,290.55,301.95,290,301.15,296.7423665,2064712,19050,612687525,357730,17.33,11.95,10.6
05-May-21,293.9,293.9,288.6,291.5,291.0234719,1498517,12763,436103620,184099,12.29,5.3,-2.4
04-May-21,296.6,299.65,288.1,289.35,293.9640796,2831512,35077,832362819,578285,20.42,11.55,-7.25
03-May-21,285.65,294.7,285.15,293,290.9318529,2809702,37789,817431809,558708,19.88,9.55,7.35
30-Apr-21,299,301.3,292.85,293.95,297.1337035,1677637,17234,498482495,390794,23.29,8.45,-5.05
29-Apr-21,308,310.2,301.35,301.85,304.7713713,1683634,14647,513123443,275645,16.37,8.85,-6.15
28-Apr-21,302.55,309.6,302.55,305.9,307.3034481,1987473,17786,610757306,292935,14.74,7.05,3.35
27-Apr-21,295.35,302.45,295.35,301.45,298.8613717,1230925,12006,367875934,208732,16.96,7.1,6.1
26-Apr-21,296.4,299,294.5,295.4,296.4543592,1384321,11516,410387995,162153,11.71,4.5,-1
23-Apr-21,292,299.95,290.75,294,295.0591311,2596469,21782,766111887,361552,13.92,9.2,2
22-Apr-21,294.9,302.5,292.25,294.55,297.1413854,3011818,22448,894935773,294550,9.78,10.25,-0.35
20-Apr-21,307.8,308.1,294.2,297.95,302.0016743,2572432,20980,776878771,327683,12.74,13.9,-9.85
19-Apr-21,292,304.55,292,300.95,299.8393917,3297146,23881,988614251,301289,9.14,12.55,8.95
16-Apr-21,302.4,315,300.3,309.9,310.6493925,3540808,29471,1099949854,497136,14.04,14.7,7.5
15-Apr-21,303.2,307.5,296.55,303.5,301.7148787,3675061,27999,1108820584,437433,11.9,10.95,0.3
13-Apr-21,287.7,304.5,280.55,302.7,292.968187,7813158,73182,2289006734,1260905,16.14,23.95,15
12-Apr-21,308.1,308.1,284,286.6,292.7726436,5773388,51533,1690290067,1273458,22.06,24.1,-21.5
09-Apr-21,314,325,312.6,318.15,320.712651,3582021,26000,1148799451,525534,14.67,12.4,4.15
08-Apr-21,308.55,319.7,307.85,313.85,314.3505384,6162512,47031,1937188965,2612825,42.4,11.85,5.3
07-Apr-21,307.25,310.75,305,307.8,308.4562951,2602498,15413,802756891,577393,22.19,5.75,0.55
06-Apr-21,305.6,313.9,304.75,307.65,309.1832075,5334339,42473,1649288042,1295093,24.28,9.15,2.05
05-Apr-21,307.9,311.65,297.2,305.05,303.9134633,4112463,24726,1249832873,332638,8.09,14.45,-2.85
01-Apr-21,306.5,309.8,303.05,307.6,306.1766117,3723767,33798,1140130363,910688,24.46,6.75,1.1
31-Mar-21,298.65,307.5,297.55,301.85,303.811405,3236502,20984,983286220,388311,12,9.95,3.2
30-Mar-21,300,301.4,292.7,296.95,296.6449151,2471291,18345,733095909,270719,10.95,8.7,-3.05
26-Mar-21,292,301.5,290.4,296.3,296.2364989,3688101,26264,1092550128,412187,11.18,11.1,4.3
25-Mar-21,294.3,294.3,282.35,285.5,286.8958749,4386750,35711,1258540479,505611,11.53,11.95,-8.8
24-Mar-21,304,305.05,293.3,294.45,299.8873301,3362176,25540,1008273984,714038,21.24,11.75,-9.55
23-Mar-21,305,312.1,304.1,307.3,308.5362287,3010510,20834,928851402,308656,10.25,8,2.3
22-Mar-21,308.9,308.9,300.1,303.05,303.8867759,2657465,20678,807568471,430971,16.22,8.8,-5.85
19-Mar-21,303.3,311,290.35,308.95,301.1554758,5202269,35810,1566691796,422796,8.13,20.65,5.65
18-Mar-21,310.6,316.5,299.75,306.9,309.4440779,5997189,58868,1855794620,1161392,19.37,16.75,-3.7
17-Mar-21,317,320,304,305.85,312.1843784,2202123,18503,687468400,431195,19.58,16,-11.15
16-Mar-21,320.3,321.8,315.3,319.75,318.4685564,1860583,13729,592537182,189845,10.2,6.5,-0.55
15-Mar-21,320.4,320.65,310.1,318.45,314.6413394,2305974,18306,725554748,231126,10.02,10.55,-1.95
12-Mar-21,325.9,326.35,314.3,317.45,320.1055967,2103674,19405,673397821,360539,17.14,12.05,-8.45
10-Mar-21,320,324.4,316.75,321.35,321.1071298,3898952,40218,1251981286,799205,20.5,7.65,1.35
09-Mar-21,325.3,328.25,309.7,315.2,318.5500499,6082763,71944,1937664457,1475148,24.25,18.55,-10.1
08-Mar-21,331.5,331.55,318.85,321.25,324.257091,4669627,49112,1514159667,707525,15.15,12.7,-10.25
05-Mar-21,334.5,337.8,319.8,325.1,328.9483962,7493136,73909,2464855070,2793092,37.28,18,-9.4
04-Mar-21,340.8,345.3,337.25,339.2,341.8305455,5215719,48534,1782892071,1403741,26.91,8.05,-1.6
03-Mar-21,348.7,357,346.6,348.5,351.7298519,4442426,39709,1562533839,591225,13.31,10.4,-0.2
02-Mar-21,330.7,347.1,326.65,345.7,339.2400975,6450114,52396,2188137302,901019,13.97,20.45,15
01-Mar-21,329.9,331.85,322.55,328.1,327.1422092,5221906,49080,1708305865,1093909,20.95,9.3,-1.8
26-Feb-21,324,333,318.8,323,324.7421862,4893904,37422,1589257084,599856,12.26,14.2,-1
25-Feb-21,325.4,334.5,323.3,333.1,328.106306,7349275,60574,2411343472,3646801,49.62,11.2,7.7
24-Feb-21,326.3,330,305.1,322.25,319.7325916,15105742,108105,4829798038,4766927,31.56,24.9,-4.05
23-Feb-21,308,328.8,308,324.1,319.6344515,6654359,41969,2126962389,750068,11.27,20.8,16.1
22-Feb-21,311.55,314,302.15,304.15,307.7569374,5997129,53671,1845658054,1342258,22.38,11.85,-7.4
19-Feb-21,322.5,322.5,301.5,312,313.2394877,4202696,34819,1316450342,696070,16.56,21,-10.5
18-Feb-21,331.5,331.9,317.65,323.3,327.3034589,2511859,17467,822140139,559937,22.29,14.25,-8.2
17-Feb-21,327,334.25,325.55,330.1,329.5668215,2708521,18397,892638657,251995,9.3,8.7,3.1
16-Feb-21,335.8,337.9,327.6,329.05,332.1920823,3878347,22054,1288356166,631126,16.27,10.3,-6.75
15-Feb-21,330.4,335.6,324.05,333.3,329.4474196,3847809,26324,1267650746,470771,12.23,11.55,2.9
12-Feb-21,326.55,330.4,321.35,325.25,326.3233948,3578496,21977,1167746963,337753,9.44,9.05,-1.3
